year,sex,profession,income,net_worth
75,M,homemaker,-732.81,-26697.68
75,F,service provider,6405.65,-22518.26
75,F,service provider,11272.03,142071.50
75,F,fisher,4836.57,70436.12
75,M,farmer,3255.56,23854.97
75,M,craftsman,7016.56,43403.79
75,F,farmer,3662.52,37539.26
75,M,craftsman,8637.19,102597.24
75,M,service provider,10433.59,131144.13
75,M,service provider,10798.54,130773.17
75,F,fisher,4477.26,67948.69
75,X,fisher,4525.41,67846.30
75,M,craftsman,8357.92,102566.94
75,F,service provider,9925.17,125930.52
75,F,farmer,3559.04,35948.48
75,M,farmer,3641.95,35932.06
75,F,civil servant,9825.53,126135.56
75,M,craftsman,7999.49,99028.49
75,M,homemaker,-608.25,-22177.04
75,F,fisher,4100.90,62359.50
75,F,farmer,2450.48,-5894.21
75,M,fisher,4457.17,62110.73
75,F,craftsman,8112.43,95060.25
75,X,homemaker,-544.43,-20687.49
75,F,farmer,3404.61,34567.02
75,F,service provider,10182.99,120686.78
75,M,civil servant,9949.15,121295.59
75,F,craftsman,7497.71,92078.00
75,M,farmer,3221.33,32889.90
75,F,fisher,4134.96,60752.70
75,X,homemaker,-510.21,-19365.00
75,M,homemaker,-512.82,-19374.49
75,F,fisher,4351.04,60472.16
75,F,fisher,2302.45,-12504.12
75,M,service provider,9376.34,117033.92
75,F,craftsman,8106.65,92145.56
75,F,civil servant,9507.88,112823.35
75,M,farmer,2051.53,-16081.96
75,M,civil servant,9780.39,112252.46
75,F,unemployed,-440.04,-17895.67
75,M,fisher,4010.54,57644.64
75,M,service provider,9222.95,111731.19
75,M,farmer,3335.02,31872.79
75,F,fisher,4237.59,57846.65
75,F,craftsman,6222.06,45975.91
75,F,farmer,3102.13,30743.06
75,F,craftsman,7040.18,84977.03
75,M,craftsman,7185.51,85772.65
75,F,homemaker,-401.58,-16604.92
75,M,fisher,3843.79,46909.12
75,F,civil servant,9292.20,107507.36
75,M,craftsman,7183.22,84710.49
75,M,fisher,3758.59,55988.00
75,F,farmer,3036.78,29789.86
75,M,fisher,3922.53,54666.41
75,F,craftsman,7231.10,81871.83
75,M,homemaker,-375.63,-15378.82
75,M,service provider,9114.11,103401.77
75,F,service provider,9049.91,103197.07
75,M,farmer,2437.40,-1921.57
75,F,service provider,8558.63,103756.82
75,M,homemaker,-319.69,-14022.93
75,F,craftsman,6844.14,78008.76
75,M,craftsman,6837.54,78192.00
75,M,homemaker,-334.61,-14025.23
75,M,homemaker,-334.10,-14033.31
75,M,service provider,8382.84,99474.94
75,F,homemaker,-319.10,-14030.34
75,M,service provider,8686.39,90996.87
75,M,fisher,3122.91,27102.64
75,M,homemaker,-286.16,-12944.85
75,M,craftsman,6872.37,74850.01
75,M,farmer,3058.10,25732.20
75,M,homemaker,-293.43,-13001.87
75,F,homemaker,-296.86,-12997.03
75,M,service provider,8152.44,95961.96
75,F,homemaker,-302.35,-13007.62
75,M,fisher,3349.24,48142.00
75,M,homemaker,-279.01,-12058.26
75,M,fisher,3608.84,48324.78
75,F,farmer,2831.55,26801.38
75,M,farmer,2825.00,25082.76
75,F,service provider,8225.25,90916.01
75,M,fisher,3511.11,47556.92
75,M,service provider,8183.97,90727.81
75,M,fisher,2027.21,-7919.99
75,F,civil servant,8148.03,86988.13
75,M,fisher,3488.76,46096.05
75,M,fisher,3337.01,45966.37
75,F,homemaker,-236.57,-11005.88
75,M,farmer,2909.35,25011.57
75,M,farmer,2769.10,25696.31
75,M,homemaker,-218.89,-10159.11
75,M,fisher,3147.06,43881.96
75,F,fisher,3240.03,43921.26
75,M,craftsman,6282.30,61893.88
75,M,civil servant,7851.73,83815.34
75,X,craftsman,5781.69,48004.03
75,F,farmer,2765.11,25069.88
75,M,farmer,2873.28,25121.13
75,F,craftsman,6278.64,63720.86
75,M,fisher,3327.05,42617.42
75,F,service provider,7218.26,79416.37
75,F,civil servant,7252.04,79360.07
75,M,fisher,3235.90,43047.77
75,F,fisher,2827.94,27122.22
75,M,fisher,2118.52,-3839.96
75,F,homemaker,-177.19,-8609.47
75,M,farmer,2597.47,25075.87
75,M,fisher,3157.64,40319.44
75,F,service provider,7260.70,76228.63
75,M,fisher,3048.22,40533.84
75,M,craftsman,5794.13,60117.14
75,F,service provider,6020.73,22139.40
75,M,unemployed,-184.05,-8593.53
75,M,homemaker,-162.31,-7813.17
75,M,homemaker,-158.28,-7806.42
75,F,craftsman,5866.64,58275.79
75,M,farmer,2564.90,24122.26
75,M,service provider,7355.80,72845.11
75,M,farmer,2626.86,23809.35
75,F,homemaker,-157.28,-7793.12
75,M,unemployed,-155.78,-7789.18
75,M,civil servant,7341.09,72973.85
75,F,service provider,7172.87,69359.13
75,M,civil servant,7232.72,69965.26
75,M,service provider,6946.80,69221.06
75,X,craftsman,5569.91,55903.13
75,F,craftsman,5394.33,55326.63
75,F,fisher,2993.41,37498.37
75,M,farmer,2457.09,23659.06
75,M,craftsman,5721.53,55570.79
75,M,homemaker,-120.04,-6235.89
75,F,homemaker,-119.52,-6250.89
75,M,farmer,2416.46,22444.62
75,F,civil servant,5719.02,20105.03
75,F,civil servant,6936.25,67324.11
75,M,farmer,2443.31,22686.18
75,F,craftsman,4580.28,18100.03
75,M,fisher,2883.14,35811.92
75,M,civil servant,6551.38,67101.54
75,F,unemployed,-103.24,-5539.20
75,F,farmer,2362.87,21874.68
75,M,civil servant,6417.97,63614.92
75,M,farmer,2467.11,21932.89
75,M,homemaker,-104.80,-5561.11
75,F,civil servant,6787.27,63516.26
75,M,service provider,6656.66,63699.40
75,F,farmer,2420.02,21888.92
75,M,farmer,2303.71,21921.37
75,F,fisher,2694.60,34109.84
75,F,homemaker,-83.22,-4874.33
75,M,farmer,2314.27,21157.79
75,M,civil servant,6300.34,60927.17
75,M,homemaker,-80.88,-4821.82
75,M,craftsman,5281.54,48168.67
75,F,fisher,2673.22,33161.60
75,F,homemaker,-85.00,-4838.17
75,M,homemaker,-85.41,-4822.23
75,F,homemaker,-85.96,-4839.82
75,F,craftsman,5138.26,46173.38
75,M,fisher,2631.22,31361.17
75,M,homemaker,-68.82,-4081.88
75,F,farmer,1962.62,5911.83
75,F,fisher,2439.31,31177.70
75,F,service provider,5903.98,57458.13
75,F,homemaker,-69.75,-4119.98
75,M,fisher,2056.32,10196.84
75,M,farmer,2233.42,19208.68
75,F,craftsman,4552.90,44270.67
75,F,fisher,2104.10,11714.32
75,F,homemaker,-53.67,-3440.79
75,F,farmer,2169.51,19402.36
75,F,farmer,2149.72,19482.29
75,M,fisher,2374.96,30209.49
75,F,civil servant,5983.20,55230.32
75,M,farmer,1815.97,-965.03
75,F,fisher,2619.90,30601.87
75,M,homemaker,-40.15,-2815.98
75,X,fisher,1904.64,-1456.57
75,X,service provider,6012.60,52323.63
75,F,fisher,2522.00,29332.93
75,F,craftsman,4722.78,41804.19
75,M,craftsman,4648.69,41795.22
75,F,fisher,2433.93,29453.38
75,F,fisher,2520.76,29065.27
75,F,fisher,2336.35,29252.16
75,F,service provider,5754.69,49951.93
75,F,craftsman,4527.51,40106.55
75,F,craftsman,4454.53,39793.06
75,M,homemaker,-27.71,-2128.17
75,M,craftsman,4457.97,39938.30
75,F,civil servant,5449.73,49643.03
75,F,service provider,5420.77,49761.14
75,M,fisher,2220.93,27488.20
75,F,homemaker,-14.83,-1488.59
75,M,service provider,5289.45,47367.24
75,F,fisher,2325.61,26597.66
75,F,fisher,2269.95,26878.89
75,F,unemployed,-14.48,-1491.13
75,F,craftsman,4271.10,35320.29
75,M,farmer,1934.51,17734.71
75,M,farmer,2062.96,17703.40
75,M,craftsman,4389.04,38047.38
75,F,farmer,2013.58,16977.43
75,F,homemaker,-3.84,-901.65
75,F,craftsman,4291.59,36348.33
75,F,farmer,1937.81,16793.04
75,M,fisher,2264.40,25790.07
75,M,civil servant,5452.48,45196.06
75,M,craftsman,4365.13,36089.21
75,M,fisher,2214.19,25620.46
75,F,fisher,2118.85,24341.35
75,M,craftsman,3900.31,34247.25
75,F,craftsman,3733.99,19071.68
75,M,craftsman,3950.36,19338.71
75,F,farmer,1858.74,16210.16
75,F,civil servant,4977.10,42613.20
75,F,farmer,1899.01,16438.96
75,F,craftsman,4194.10,34992.80
75,X,fisher,2013.30,24109.54
75,M,service provider,5162.67,40249.78
75,M,craftsman,4165.90,33075.55
75,M,fisher,2004.86,23241.60
75,F,homemaker,17.79,381.25
75,F,fisher,2061.18,23213.72
75,F,service provider,4954.83,39946.61
75,F,unemployed,17.43,379.13
75,F,fisher,2093.78,23789.95
75,F,fisher,2104.54,23306.62
75,F,farmer,1804.82,14893.41
75,F,homemaker,25.91,892.37
75,F,farmer,1809.32,14988.78
75,M,homemaker,24.35,865.42
75,F,farmer,1742.38,14974.55
75,F,fisher,1929.93,22369.99
75,M,farmer,1539.12,2957.98
75,F,farmer,1886.37,14960.25
75,M,fisher,2053.32,22805.94
75,M,craftsman,3683.39,29124.17
75,M,homemaker,34.89,1414.52
75,M,homemaker,32.34,1410.58
75,M,fisher,1872.31,21078.23
75,F,fisher,1915.73,21140.44
75,F,service provider,4633.41,35847.78
75,M,farmer,1668.92,14331.37
75,F,civil servant,4022.79,10431.76
75,F,service provider,4549.25,35771.47
75,F,fisher,1830.59,21089.60
75,M,fisher,1761.40,20102.43
75,M,farmer,1630.18,14158.88
75,M,service provider,4383.31,33634.26
75,F,unemployed,39.28,1877.63
75,M,farmer,1749.78,14289.52
75,F,homemaker,40.66,1852.33
75,F,homemaker,38.05,1875.11
75,F,craftsman,3422.36,27575.67
75,F,homemaker,41.58,1873.69
75,F,farmer,1729.46,14241.96
75,M,homemaker,47.22,2284.72
75,M,fisher,1867.26,19465.78
75,F,craftsman,3462.61,26508.55
75,F,fisher,1794.38,19421.09
75,M,civil servant,4511.22,31511.30
75,M,homemaker,44.05,2283.08
75,M,unemployed,46.21,2279.38
75,M,craftsman,3381.77,26159.06
75,M,civil servant,4097.48,29600.61
75,F,craftsman,3358.96,24880.16
75,M,craftsman,3273.25,24770.28
75,F,fisher,1706.22,18143.98
75,M,farmer,1603.91,13060.48
75,F,homemaker,53.18,2800.29
75,F,homemaker,52.48,2815.64
75,F,homemaker,53.05,3182.16
75,M,civil servant,4071.85,27587.30
75,M,homemaker,53.60,3193.08
75,F,fisher,1599.09,17412.33
75,M,homemaker,56.25,3214.27
75,M,homemaker,58.73,3226.85
75,F,fisher,1645.70,17544.43
75,F,farmer,1431.62,12557.93
75,M,farmer,1454.60,12593.57
75,M,service provider,3736.54,25735.59
75,M,homemaker,63.67,3675.44
75,F,craftsman,3082.89,21906.06
75,M,farmer,1440.74,12592.90
75,M,civil servant,3954.29,26084.73
75,M,service provider,3937.26,25511.03
75,F,unemployed,67.74,4209.73
75,F,fisher,1521.14,15593.40
75,F,farmer,1382.24,12044.52
75,F,fisher,1479.92,15628.20
75,M,fisher,1606.27,15713.50
75,F,homemaker,67.39,4210.13
75,F,farmer,1401.01,12068.88
75,M,service provider,3689.46,23716.04
75,F,service provider,3538.63,22308.00
75,F,fisher,1513.15,14185.23
75,M,homemaker,70.94,4670.70
75,M,farmer,1348.73,11677.50
75,M,farmer,1406.28,11717.55
75,X,homemaker,67.26,4662.42
75,F,homemaker,68.17,4669.39
75,F,homemaker,70.91,4675.36
75,F,fisher,1451.42,14511.42
75,F,craftsman,2867.31,18119.37
75,M,farmer,1364.97,11846.02
75,M,farmer,1383.25,11814.44
75,M,craftsman,2726.74,18230.39
75,X,fisher,1471.62,14420.88
75,F,homemaker,71.74,5094.38
75,F,service provider,3358.41,19337.42
75,F,farmer,1295.32,11322.51
75,F,fisher,1362.59,13428.31
75,M,fisher,1369.89,13472.14
75,M,unemployed,74.71,5671.27
75,F,farmer,1320.54,11423.32
75,X,fisher,1418.73,13413.65
75,F,homemaker,80.98,5675.20
75,M,unemployed,85.40,6192.01
75,M,unemployed,84.32,6170.34
75,F,craftsman,2693.87,16027.35
75,M,civil servant,3306.18,18111.72
75,F,civil servant,3320.17,17941.93
75,M,civil servant,3056.46,17646.68
75,M,farmer,1217.95,10974.96
75,F,farmer,1267.37,10944.69
75,M,fisher,1331.28,12638.88
75,F,farmer,1214.01,10819.86
75,F,unemployed,82.63,6662.36
75,F,service provider,3137.52,16572.92
75,F,unemployed,80.22,6645.05
75,M,civil servant,2961.09,16412.50
75,F,service provider,2938.10,11718.35
75,F,homemaker,82.09,6649.83
75,F,service provider,3144.55,16611.26
75,F,farmer,1167.94,10461.52
75,M,farmer,1125.52,10421.61
75,F,service provider,2995.16,15270.05
75,F,homemaker,89.43,7247.12
75,M,fisher,1209.50,11801.80
75,F,civil servant,2780.15,12057.97
75,F,craftsman,2359.83,13953.08
75,M,farmer,1145.89,10414.08
75,M,homemaker,87.95,7250.41
75,M,fisher,1209.01,11372.06
75,F,farmer,1109.85,10157.94
75,M,fisher,1146.99,11306.67
75,M,fisher,1142.83,11344.20
75,F,farmer,1065.77,10093.40
75,F,farmer,1093.29,10122.28
75,M,farmer,1082.04,10139.71
75,F,unemployed,86.54,7765.94
75,M,fisher,1151.56,11112.41
75,M,homemaker,91.96,8286.43
75,M,craftsman,2151.17,9619.73
75,M,civil servant,2802.94,12887.94
75,M,unemployed,92.78,8292.06
75,F,civil servant,2841.87,12865.79
75,F,farmer,1096.78,9924.61
75,F,unemployed,94.33,8861.61
75,M,farmer,1037.84,10303.08
75,F,fisher,1091.68,10371.30
75,F,unemployed,89.64,8856.15
75,M,service provider,2501.03,11864.29
75,M,homemaker,98.19,8865.92
75,X,homemaker,98.42,8869.18
75,M,farmer,975.57,10147.19
75,F,fisher,1016.85,10167.83
75,F,homemaker,92.01,9410.82
75,F,civil servant,2349.70,10834.25
75,M,craftsman,1970.68,10644.74
75,F,craftsman,1991.44,10655.12
75,M,service provider,2505.42,10912.11
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,X,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,X,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,X,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
75,F,child,0.00,10000.00
75,F,child,0.00,10000.00
75,M,child,0.00,10000.00
76,F,retired,2474.24,72682.34
76,M,retired,4946.14,142324.69
76,F,retired,1145.92,35560.33
76,M,retired,4522.36,140090.52
76,F,retired,3608.27,108233.28
76,M,retired,4590.53,138420.67
76,M,retired,-1239.01,-40965.79
76,F,retired,2057.84,62822.96
76,M,retired,1124.81,33642.82
76,F,retired,1081.49,33603.69
76,F,retired,1098.59,33400.31
76,M,retired,3061.53,102512.57
76,F,retired,596.16,18426.48
76,F,retired,3924.55,129388.03
76,M,retired,854.14,28549.31
76,M,retired,2936.17,100715.64
76,M,retired,3745.97,127587.96
76,F,retired,3125.56,99308.55
76,F,retired,984.08,34012.41
76,F,retired,2037.33,65381.88
76,F,retired,958.30,33760.40
76,M,retired,967.76,33420.91
76,F,retired,2006.04,64496.84
76,M,retired,450.58,15147.19
76,F,retired,2122.13,73081.95
76,M,retired,-803.53,-28289.76
76,F,retired,-642.86,-23949.67
76,F,retired,4184.77,143769.61
76,F,fisher,7695.37,73889.53
76,M,farmer,3286.55,25103.97
76,M,craftsman,6898.94,46458.98
76,F,farmer,3754.71,39022.34
76,M,craftsman,8882.83,106644.38
76,M,service provider,11356.09,136427.90
76,M,service provider,10774.37,135766.08
76,F,fisher,7645.75,71377.29
76,X,fisher,7767.26,71335.66
76,M,craftsman,8908.70,106627.02
76,F,service provider,10692.89,130882.69
76,F,farmer,3463.77,37286.09
76,M,farmer,3598.19,37336.88
76,F,civil servant,11025.32,131253.95
76,M,craftsman,8134.43,102701.43
76,M,homemaker,-642.77,-23608.36
76,F,fisher,7092.09,65511.27
76,F,farmer,2300.32,-5138.33
76,M,fisher,6988.90,65210.90
76,F,craftsman,8514.24,98923.09
76,X,homemaker,-565.71,-22041.76
76,F,farmer,3452.49,35898.99
76,F,service provider,10335.70,125460.35
76,M,civil servant,10788.46,126295.55
76,F,craftsman,7701.83,95534.64
76,M,farmer,3260.31,34125.78
76,F,fisher,7003.80,63860.33
76,X,homemaker,-547.23,-20700.78
76,M,homemaker,-514.55,-20677.59
76,F,fisher,6732.98,63444.38
76,F,fisher,4853.38,-10471.71
76,M,service provider,10224.64,121751.97
76,F,craftsman,8295.67,95899.12
76,F,civil servant,9430.19,117144.17
76,M,farmer,1909.93,-15521.27
76,M,civil servant,9380.95,116548.66
76,F,unemployed,-490.51,-19174.73
76,M,fisher,6966.07,60733.40
76,M,service provider,9957.32,116315.57
76,M,farmer,3345.83,33151.43
76,F,fisher,7064.22,60984.49
76,F,craftsman,6443.90,48803.58
76,F,farmer,3341.73,32019.65
76,F,craftsman,7904.55,88535.03
76,M,craftsman,7390.29,89073.52
76,F,homemaker,-436.77,-17830.24
76,M,fisher,6584.36,49807.02
76,F,civil servant,9910.76,112068.46
76,M,craftsman,7926.66,88279.55
76,M,fisher,6717.91,58952.68
76,F,farmer,2977.39,30884.28
76,M,fisher,6608.88,57576.58
76,F,craftsman,7241.31,85098.21
76,M,homemaker,-421.13,-16588.50
76,M,service provider,9194.23,107604.61
76,F,service provider,9454.21,107529.90
76,M,farmer,2356.42,-1137.63
76,F,service provider,9411.62,108068.35
76,M,homemaker,-356.85,-15168.33
76,F,craftsman,6848.22,81038.59
76,M,craftsman,7491.80,81543.62
76,M,homemaker,-348.84,-15162.62
76,M,homemaker,-346.65,-15168.51
76,M,service provider,9070.42,103615.88
76,F,homemaker,-348.60,-15167.49
76,M,service provider,8816.41,95010.80
76,M,fisher,5459.16,29437.95
76,M,homemaker,-335.67,-14069.07
76,M,craftsman,7086.10,77998.79
76,M,farmer,2826.87,26751.36
76,M,homemaker,-343.41,-14133.83
76,F,homemaker,-319.01,-14104.59
76,M,service provider,8742.81,99939.09
76,F,homemaker,-334.85,-14131.02
76,M,fisher,6230.34,50862.89
76,M,homemaker,-307.19,-13154.00
76,M,fisher,6227.98,51044.49
76,F,farmer,2807.72,27810.97
76,M,farmer,2782.18,26079.57
76,F,service provider,8528.74,94786.10
76,M,fisher,6215.59,50270.44
76,M,service provider,8113.91,94390.49
76,M,fisher,4539.98,-6044.28
76,F,civil servant,8035.05,90611.38
76,M,fisher,5779.53,48591.54
76,M,fisher,5598.68,48371.44
76,F,homemaker,-269.52,-12063.95
76,M,farmer,2711.33,25972.96
76,M,farmer,2833.19,26718.63
76,M,homemaker,-244.22,-11191.88
76,M,fisher,5942.44,46458.90
76,F,fisher,5553.70,46303.84
76,M,craftsman,6127.25,64563.23
76,M,civil servant,7603.75,87222.94
76,X,craftsman,6176.33,50697.92
76,F,farmer,2715.85,26033.53
76,M,farmer,2683.26,26068.49
76,F,craftsman,6024.28,66338.73
76,M,fisher,5801.68,45123.99
76,F,service provider,7759.25,82901.72
76,F,civil servant,7700.55,82816.07
76,M,fisher,5408.15,45357.57
76,F,fisher,5293.10,29374.50
76,M,fisher,4642.98,-1912.74
76,F,homemaker,-189.25,-9587.27
76,M,farmer,2788.93,26076.06
76,M,fisher,5459.87,42655.10
76,F,service provider,7733.75,79701.23
76,M,fisher,5666.36,42972.74
76,M,craftsman,5929.12,62687.42
76,F,service provider,6039.57,24764.91
76,M,unemployed,-198.73,-9580.81
76,M,homemaker,-181.08,-8782.80
76,M,homemaker,-179.87,-8774.84
76,F,craftsman,5621.77,60692.40
76,M,farmer,2498.39,24977.18
76,M,service provider,7501.03,76201.35
76,M,farmer,2548.08,24689.12
76,F,homemaker,-177.27,-8758.94
76,M,unemployed,-177.45,-8755.18
76,M,civil servant,7627.20,76393.17
76,F,service provider,6978.38,72454.05
76,M,civil servant,6976.27,73059.12
76,M,service provider,7196.69,72425.13
76,X,craftsman,5582.86,58300.29
76,F,craftsman,5620.62,57742.66
76,F,fisher,5250.01,39729.10
76,M,farmer,2536.76,24533.17
76,M,craftsman,5902.91,58127.97
76,M,homemaker,-136.72,-7161.16
76,F,homemaker,-132.58,-7172.02
76,M,farmer,2474.66,23287.68
76,F,civil servant,6106.29,22763.90
76,F,civil servant,6961.25,70410.46
76,M,farmer,2381.64,23482.72
76,F,craftsman,4810.07,20110.79
76,M,fisher,5095.01,37965.15
76,M,civil servant,6779.83,70097.18
76,F,unemployed,-123.07,-6450.82
76,F,farmer,2327.14,22643.98
76,M,civil servant,6520.82,66481.06
76,M,farmer,2372.25,22724.74
76,M,homemaker,-116.04,-6465.70
76,F,civil servant,6950.20,66597.09
76,M,service provider,6579.12,66594.69
76,F,farmer,2286.32,22637.81
76,M,farmer,2389.38,22721.79
76,F,fisher,5004.25,36217.69
76,F,homemaker,-107.09,-5769.97
76,M,farmer,2252.00,21889.52
76,M,civil servant,6702.03,63883.91
76,M,homemaker,-98.53,-5708.90
76,M,craftsman,5056.53,50302.66
76,F,fisher,4954.19,35244.42
76,F,homemaker,-99.64,-5726.36
76,M,homemaker,-96.65,-5707.43
76,F,homemaker,-104.89,-5733.26
76,F,craftsman,4952.91,48255.56
76,M,fisher,4813.30,33373.54
76,M,homemaker,-83.94,-4954.37
76,F,farmer,1986.31,6510.71
76,F,fisher,4691.49,33129.17
76,F,service provider,6280.22,60203.96
76,F,homemaker,-88.95,-4997.48
76,M,fisher,4095.83,11850.48
76,M,farmer,2232.71,19930.76
76,F,craftsman,4782.72,46267.75
76,F,fisher,4348.72,13494.40
76,F,homemaker,-66.07,-4295.41
76,F,farmer,2300.73,20158.45
76,F,farmer,2108.01,20142.02
76,M,fisher,4718.72,32174.57
76,F,civil servant,5899.67,57785.88
76,M,farmer,1777.24,-470.69
76,F,fisher,4644.59,32529.89
76,M,homemaker,-55.13,-3659.67
76,X,fisher,3979.55,138.93
76,X,service provider,6240.39,55049.55
76,F,fisher,4413.15,31145.23
76,F,craftsman,4701.25,43760.54
76,M,craftsman,4679.78,43740.83
76,F,fisher,4216.52,31167.36
76,F,fisher,4507.22,30924.61
76,F,fisher,4415.63,31065.70
76,F,service provider,5687.64,52401.48
76,F,craftsman,4684.40,42054.47
76,F,craftsman,4822.17,41809.87
76,M,homemaker,-42.90,-2959.62
76,M,craftsman,4466.82,41777.44
76,F,civil servant,6007.60,52252.56
76,F,service provider,5695.99,52214.86
76,M,fisher,4384.59,29286.22
76,F,homemaker,-26.97,-2304.11
76,M,service provider,5329.44,49637.68
76,F,fisher,4082.71,28244.74
76,F,fisher,4135.73,28552.48
76,F,service provider,4815.80,522.49
76,F,craftsman,4548.38,37200.20
76,M,farmer,2080.78,18380.82
76,M,farmer,2090.46,18354.35
76,M,craftsman,4347.49,39826.85
76,F,farmer,1950.45,17558.38
76,F,homemaker,-15.80,-1706.00
76,F,craftsman,4321.99,38115.05
76,F,farmer,1873.87,17335.70
76,M,fisher,3891.59,27341.59
76,M,civil servant,5312.68,47458.13
76,M,craftsman,4422.28,37906.07
76,M,fisher,3927.19,27189.78
76,F,fisher,4061.97,25978.06
76,M,craftsman,4271.37,35988.66
76,F,craftsman,4107.00,20730.90
76,M,craftsman,4036.97,20962.92
76,F,farmer,1987.75,16809.76
76,F,civil servant,5077.31,44757.58
76,F,farmer,1881.04,16985.21
76,F,craftsman,4051.48,36624.27
76,X,fisher,3741.27,25585.90
76,M,service provider,5047.35,42379.18
76,M,craftsman,4095.22,34728.88
76,M,fisher,3837.16,24765.90
76,F,homemaker,6.58,-400.72
76,F,fisher,3808.51,24723.70
76,F,service provider,5317.94,42211.31
76,F,unemployed,6.43,-402.99
76,F,fisher,3667.53,25229.44
76,F,fisher,3763.71,24794.20
76,F,farmer,1867.40,15432.84
76,F,homemaker,15.94,119.76
76,F,farmer,1760.81,15474.91
76,M,homemaker,15.44,92.31
76,F,farmer,1850.71,15505.63
76,F,fisher,3739.64,23845.54
76,M,farmer,1570.64,3349.02
76,F,farmer,1844.76,15488.36
76,M,fisher,3849.44,24336.39
76,M,craftsman,3647.83,30553.81
76,M,homemaker,22.67,648.64
76,M,homemaker,22.58,644.61
76,M,fisher,3752.09,22560.00
76,F,fisher,3667.50,22579.91
76,F,service provider,4905.82,37906.42
76,M,farmer,1766.23,14820.21
76,F,civil servant,4303.54,12189.26
76,F,service provider,4623.79,37689.09
76,F,fisher,3657.35,22524.00
76,M,fisher,3326.02,21371.16
76,M,farmer,1672.53,14600.87
76,M,service provider,4824.62,35652.30
76,F,fisher,3176.75,3071.73
76,M,farmer,1658.73,14724.61
76,F,homemaker,29.72,1093.50
76,F,homemaker,31.90,1118.46
76,F,craftsman,3769.71,29066.25
76,F,homemaker,31.40,1116.54
76,F,farmer,1699.97,14697.67
76,M,homemaker,34.77,1530.94
76,M,fisher,3375.24,20759.12
76,F,craftsman,3691.30,27959.93
76,F,fisher,3341.23,20697.43
76,M,civil servant,4576.55,33405.30
76,M,homemaker,34.69,1529.22
76,M,unemployed,37.29,1528.12
76,M,craftsman,3610.90,27570.24
76,M,civil servant,4177.49,31295.08
76,F,craftsman,3564.28,26268.02
76,M,craftsman,3501.82,26126.92
